P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5)
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.008195116678034417,0.008194954899169257,0.9672197794891847,0.008195130868971808,0.008195018064639889
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.009910473849399677,0.009910298685765519,0.9603581522365175,0.009910566222467995,0.009910509005849133
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.00982308199366384,0.009822623855806777,0.9607082748828552,0.009823093576915508,0.00982292569075872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.010291098827243316,0.010290904392271557,0.958836352154709,0.010290850599362945,0.01029079402641326
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.009900632802205156,0.009900724571882614,0.9603967828847506,0.00990121311578154,0.009900646625380033
0.009263278070637954,0.009263459577259528,0.9629465995917366,0.0092634260399429,0.009263236720423167
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007606992488051533,0.007606865160829388,0.9695720992594064,0.007607011590153684,0.0076070315015591364
0.01204143645626548,0.0120415619408468,0.951834381336963,0.012041317185620595,0.012041303080303937
0.010834025231608561,0.01083406817422956,0.9566632215216794,0.01083437765338269,0.010834307419099869
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007797216004207962,0.007797207415953851,0.9688112297400133,0.007797250087253455,0.007797096752571299
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.008841385712239669,0.008841163776732101,0.9646350917627124,0.00884115444962077,0.00884120429869492
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.00872935410378575,0.008729401321727908,0.9650823264800511,0.008729483786633211,0.008729434307801999
0.011456613436288813,0.011456903594540787,0.9541733298735754,0.011456433063813587,0.01145672003178156
0.008487760639012947,0.008487424001117969,0.9660501858627855,0.008487328678562217,0.008487300818521476
0.01388760058153672,0.013887530559467856,0.9444493531097099,0.013887951599177207,0.013887564150108287
0.00840930709147967,0.008409300697446513,0.9663626657851369,0.008409351404840622,0.008409375021096432
0.00782882500063528,0.007828680285249955,0.9686851316412932,0.007828719306026032,0.007828643766795606
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.010256602282430447,0.01025666791513217,0.9589734138752481,0.010256739111157112,0.010256576816032028
0.00955027148505489,0.00955022467863152,0.9617988727039716,0.009550035929726626,0.009550595202615227
0.009728936753151486,0.009729257643891149,0.9610839988208528,0.009728877830801091,0.009728928951303516
0.011295382276187139,0.011295241914001804,0.9548189174197227,0.01129501267317356,0.011295445716914777
0.011343472136921997,0.011343066340306868,0.9546275592847926,0.011342912027350802,0.01134299021062775
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.008334699628497734,0.008334724551473804,0.9666615143421112,0.008334390782614014,0.008334670695303165
0.0102744199063634,0.010274494503311913,0.9589026558717823,0.010274198441476286,0.010274231277066169
0.011748814149930733,0.011748361054241867,0.9530051019907461,0.011749103571818293,0.01174861923326305
0.010257558496798231,0.010257427162169425,0.9589704859516059,0.010257346651310291,0.010257181738116107
0.009192022578393102,0.009192253823790419,0.9632317214960974,0.009192077188732824,0.009191924912986241
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.008567110418161772,0.008567280340030096,0.9657311970151443,0.008567214862686296,0.008567197363977416
0.00811517460654542,0.008115218575998305,0.9675391498066503,0.008115280144589074,0.008115176866216822
0.009119779425565999,0.009119718188377623,0.9635208311261029,0.009119902041211792,0.009119769218741594
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.009332811116771974,0.009332696296038166,0.9626691312815052,0.009332752684905075,0.009332608620779602
0.00923742452695431,0.009237347922702904,0.9630505753243572,0.009237254735840705,0.00923739749014496
0.007915447535115258,0.007915434523057575,0.9683381261119781,0.007915452797444935,0.007915539032404136
0.011530122156654223,0.011530355791498744,0.9538787771295425,0.01153024821295177,0.011530496709352717
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007842531692646105,0.007842430231495903,0.9686302088400692,0.007842409985539076,0.00784241925024971
0.008899028006015212,0.008899074829026564,0.9644038082072718,0.00889907070819641,0.008899018249490114
0.008426108869464247,0.008426034083266424,0.9662959292549552,0.008425987799995526,0.00842593999231857
0.009444569182336214,0.009444770554495158,0.9622214734749728,0.009444531752420587,0.009444655035775297
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.010121563580589429,0.010121439930106677,0.9595137776973035,0.010121607779941276,0.01012161101205917
0.006976125812590852,0.00697610802614347,0.9720956050124568,0.006976089681775317,0.006976071467033466
0.00682557107196452,0.006825467992104797,0.9726978253629938,0.006825624561209217,0.006825511011727805
0.0077508425925112215,0.007750795227772891,0.968996615780338,0.007750953835334542,0.007750792564043309
0.008450909602293208,0.008450857119754976,0.9661964452075589,0.008450925902957493,0.008450862167435425
0.007428559847905785,0.007428599983037741,0.9702855983429448,0.007428634646640184,0.007428607179471582
0.010095395321807274,0.010095358233925699,0.9596184537026947,0.010095356378321332,0.010095436363250953
0.007557179645409704,0.0075570542381890845,0.9697716587718803,0.007556980910645068,0.00755712643387577
0.008896886437654185,0.008897111547031914,0.9644118488391686,0.008897116363768366,0.008897036812376956
0.010778786641858154,0.010778601781377701,0.9568854611066977,0.010778556668006393,0.010778593802060097
0.007383791239299022,0.007383895674234992,0.9704644284249541,0.007383854223392439,0.00738403043811942
0.00947703521463114,0.009476913109558529,0.9620919765673681,0.009477238914678868,0.009476836193763405
0.00798851620146895,0.007988404396935805,0.9680460765960657,0.007988567766840596,0.007988435038689064
0.007341538403419109,0.007341642197096407,0.9706336765110816,0.007341593114166919,0.007341549774235941
0.008530466654249648,0.008530449739423381,0.9658780474597195,0.008530516729614846,0.008530519416992746
0.007932467998776845,0.00793230429549207,0.9682703945813669,0.007932341076165,0.007932492048199237
0.008542722125865907,0.008542596745894129,0.965829328200153,0.008542597230972618,0.0085427556971144
0.007719916705037756,0.00772008337251304,0.9691201177079124,0.007720022402788144,0.007719859811748821
0.007097429155894471,0.007097222184440357,0.9716107526753723,0.007097273876364803,0.007097322107928103
0.0101447552456988,0.010144606185989512,0.9594212153246601,0.010144825127860338,0.01014459811579154
0.00751032806302417,0.00751034143129913,0.9699586547465351,0.007510364387584963,0.007510311371556602
0.010152496687726654,0.01015235267467674,0.9593906474392551,0.010152209818788688,0.010152293379552818
0.009835580978299193,0.009835422016068846,0.9606576785657663,0.009835661054035426,0.009835657385830341
0.007743480291490521,0.007743540568022796,0.9690259978012841,0.007743499309399882,0.00774348202980274
0.009155516727749126,0.009155671618766972,0.963377273153732,0.009155732909423299,0.009155805590328664
0.009461668349564233,0.009461653685709198,0.9621536477546304,0.009461458662692976,0.00946157154740318
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.009071964505152741,0.009072149960834072,0.9637118027369562,0.009072072704942657,0.009072010092114335
0.00842529698665239,0.00842527199573,0.9662988767648992,0.008425278300867822,0.008425275951850518
0.009073807605856781,0.009073905883587433,0.9637043721926536,0.009073970655567443,0.00907394366233487
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.009103693150528643,0.009103571554377937,0.9635853021473617,0.009103715434367414,0.00910371771336431
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.010579584272047322,0.010579685026034447,0.9576812056479664,0.01057980870491097,0.01057971634904076
0.007238452877054931,0.007238282211234177,0.9710463627389974,0.00723844376449598,0.00723845840821759
0.011103353757637604,0.011103502633274413,0.9555860563094737,0.011103445657982176,0.011103641641632358
0.008173073989971691,0.008172947752647867,0.9673078987922167,0.00817307717731728,0.008173002287846589
0.008580815881910628,0.00858075997779424,0.965676561223757,0.008580934768007233,0.008580928148530688
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.008804803307240074,0.00880495912914282,0.9647805016999934,0.008804897667754559,0.008804838195869098
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007021290089991775,0.007021271643375783,0.9719149630380606,0.007021234231904716,0.007021240996667132
0.007631020312420748,0.007631275769100546,0.969475738168211,0.007631046868648623,0.007630918881619095
0.009404523308687523,0.009404698488465577,0.962381294398329,0.009404958906492625,0.0094045248980252
0.010676722974736277,0.01067659318117338,0.957293272283823,0.010676688914724255,0.010676722645542869
0.008602605746675837,0.008602696971010307,0.9655896540818991,0.008602526969578922,0.00860251623083577
0.008728498219868363,0.00872835834413334,0.9650862371981527,0.008728469077389335,0.008728437160456192
0.012593870134741543,0.012594033066470162,0.9496239188001804,0.012593938318259074,0.012594239680348878
0.007296218147256663,0.007296264319268509,0.9708153406426757,0.007296147848223807,0.007296029042575185
0.008273700947839358,0.008273562189374103,0.9669053904963357,0.00827384593567801,0.008273500430772683
0.008727507575885926,0.008727662055454737,0.9650896769904909,0.008727604488212696,0.008727548889955684
0.008469737830653865,0.008469610323800184,0.9661211118842697,0.008469899693819003,0.00846964026745718
0.008756593690622507,0.00875675746718241,0.9649731117915413,0.008756765992566968,0.008756771058086702
0.008901219185775888,0.008900950197764438,0.9643957970121246,0.008901044416736476,0.008900989187598624
0.011319784162267553,0.011319425640320494,0.9547214582827857,0.011319723937781438,0.011319607976844783
0.008657932823384477,0.008658173933706402,0.9653680498669533,0.008657955577353677,0.00865788779860199
0.00992096285677834,0.009920889628079516,0.9603159182400252,0.009921205510515866,0.009921023764601014
0.009566711300196058,0.009566641135777149,0.9617332167599192,0.009566725067400538,0.009566705736707181
0.007264017399017332,0.007264104446118594,0.9709437361504623,0.0072641419065035615,0.007264000097898419
0.008567393005556955,0.008567678104486458,0.9657304217732328,0.00856717681866183,0.008567330298062045
0.009539225413896058,0.009539134314106659,0.9618432870689139,0.00953929801330013,0.009539055189783222
0.007744669565144005,0.00774462544295198,0.9690213726771528,0.007744648101110095,0.0077446842136411
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007969134943098258,0.007969148083557765,0.968123572257641,0.007969083992968478,0.007969060722734593
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.007963377842932285,0.007963482133901854,0.9681464095407023,0.007963342809108683,0.007963387673354942
0.01561626429015334,0.015616139102904757,0.9375348381367444,0.015616331502382492,0.015616426967815051
0.010877739241729516,0.010877340506425533,0.9564901666109046,0.010877334732980462,0.010877418907959893
0.100000724142971,0.100000745797273,0.5999968057778763,0.10000084244050103,0.10000088184137872
0.01168974357563057,0.011689619575067652,0.9532414815162499,0.01168958562160676,0.011689569711445129
